"","value","est","lambda","type"
"486",0.13692337894724,"Glasso","65","MAE"
"487",0.13800503078628,"Glasso","65","MAE"
"488",0.136672339292907,"Glasso","65","MAE"
"489",0.107849669527561,"Glasso","65","MAE"
"490",0.11006804639182,"Glasso","65","MAE"
"491",0.13800503078628,"Glasso","65","MAE"
"492",0.134785269854931,"Glasso","65","MAE"
"493",0.13800503078628,"Glasso","65","MAE"
"494",0.137550468752934,"Glasso","65","MAE"
"495",0.136648155297474,"Glasso","65","MAE"
"496",0.13800503078628,"Glasso","65","MAE"
"497",0.13800503078628,"Glasso","65","MAE"
"498",0.13800503078628,"Glasso","65","MAE"
"499",0.13800503078628,"Glasso","65","MAE"
"500",0.13800503078628,"Glasso","65","MAE"
"501",0.13800503078628,"Glasso","65","MAE"
"502",0.129641994337712,"Glasso","65","MAE"
"503",0.13727362967593,"Glasso","65","MAE"
"504",0.136445615883964,"Glasso","65","MAE"
"505",0.13800503078628,"Glasso","65","MAE"
"506",0.136807845939307,"Glasso","65","MAE"
"507",0.109157618516447,"Glasso","65","MAE"
"508",0.112935442407821,"Glasso","65","MAE"
"509",0.13800503078628,"Glasso","65","MAE"
"510",0.13800503078628,"Glasso","65","MAE"
"511",0.13800503078628,"Glasso","65","MAE"
"512",0.13800503078628,"Glasso","65","MAE"
"513",0.13800503078628,"Glasso","65","MAE"
"514",0.121198445405928,"Glasso","65","MAE"
"515",0.135232060805855,"Glasso","65","MAE"
"516",0.123644514791296,"Glasso","65","MAE"
"517",0.13800503078628,"Glasso","65","MAE"
"518",0.13800503078628,"Glasso","65","MAE"
"519",0.118310683488482,"Glasso","65","MAE"
"520",0.136751526750735,"Glasso","65","MAE"
"521",0.128752877593896,"Glasso","115","MAE"
"522",0.126773916382485,"Glasso","115","MAE"
"523",0.128752877593896,"Glasso","115","MAE"
"524",0.113284538102884,"Glasso","115","MAE"
"525",0.128752877593896,"Glasso","115","MAE"
"526",0.111105777895024,"Glasso","115","MAE"
"527",0.127814524611821,"Glasso","115","MAE"
"528",0.107829574684911,"Glasso","115","MAE"
"529",0.12851324275539,"Glasso","115","MAE"
"530",0.128752877593896,"Glasso","115","MAE"
"531",0.112453289728589,"Glasso","115","MAE"
"532",0.128752877593896,"Glasso","115","MAE"
"533",0.128752877593896,"Glasso","115","MAE"
